student_id,course_id,action_date,action_type,outcome_note,staff_user
STU-2286,DATA-101,2026-03-16 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2286,STAT-301,2026-03-02 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2291,MATH-150,2026-10-26 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2291,STAT-301,2026-09-28 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2293,DATA-101,2026-03-09 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2294,DATA-101,2026-03-09 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2296,CS-204,2026-03-16 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2298,MATH-150,2026-09-28 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2302,DATA-101,2026-09-21 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2303,DATA-101,2026-03-09 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2303,CS-204,2026-10-05 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2305,DATA-101,2026-10-19 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2307,DATA-101,2026-03-16 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2310,CS-204,2026-10-12 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2313,MATH-150,2026-10-26 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2313,DATA-101,2026-02-23 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2313,CS-204,2026-03-02 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2314,DATA-101,2026-02-23 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2315,DATA-101,2026-03-16 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2323,DATA-101,2026-09-28 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2326,CS-204,2026-03-02 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2328,CS-204,2026-02-23 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2333,STAT-301,2026-03-16 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2334,STAT-301,2026-09-28 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2338,DATA-101,2026-03-02 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2343,STAT-301,2026-10-05 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2344,STAT-301,2026-03-16 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2348,MATH-150,2026-10-26 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2349,STAT-301,2026-09-28 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2357,DATA-101,2026-02-09 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2359,DATA-101,2026-09-21 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2360,STAT-301,2026-09-21 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2361,CS-204,2026-10-26 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2361,STAT-301,2026-03-09 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2363,DATA-101,2026-03-02 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2379,DATA-101,2026-03-09 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2382,DATA-101,2026-02-16 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2386,STAT-301,2026-02-23 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2386,DATA-101,2026-10-19 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2392,DATA-101,2026-09-21 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2394,STAT-301,2026-09-28 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2394,DATA-101,2026-10-05 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2397,DATA-101,2026-09-28 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2397,MATH-150,2026-03-02 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2401,MATH-150,2026-10-12 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2409,MATH-150,2026-02-09 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2412,MATH-150,2026-03-09 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2417,MATH-150,2026-10-19 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2421,MATH-150,2026-02-09 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2424,CS-204,2026-02-23 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2424,STAT-301,2026-10-19 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2427,MATH-150,2026-10-26 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2430,CS-204,2026-10-12 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2432,DATA-101,2026-10-12 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2438,CS-204,2026-02-16 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2438,DATA-101,2026-10-19 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2445,STAT-301,2026-09-28 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2445,DATA-101,2026-02-23 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2449,MATH-150,2026-02-23 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2449,DATA-101,2026-09-28 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2453,STAT-301,2026-10-12 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2455,CS-204,2026-03-02 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2455,STAT-301,2026-09-28 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2459,STAT-301,2026-03-09 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2459,CS-204,2026-02-09 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2466,MATH-150,2026-02-16 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2470,STAT-301,2026-02-23 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2470,CS-204,2026-10-19 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2482,MATH-150,2026-03-02 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2482,STAT-301,2026-10-12 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2487,MATH-150,2026-03-09 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2487,STAT-301,2026-02-23 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2495,STAT-301,2026-02-16 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2503,CS-204,2026-09-21 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2503,STAT-301,2026-10-19 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2505,MATH-150,2026-02-16 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2506,DATA-101,2026-09-28 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2509,DATA-101,2026-03-09 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2509,STAT-301,2026-03-16 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2515,DATA-101,2026-03-16 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2521,STAT-301,2026-02-23 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2525,MATH-150,2026-09-21 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2536,STAT-301,2026-09-21 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2536,CS-204,2026-10-19 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2538,STAT-301,2026-02-23 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2538,DATA-101,2026-10-12 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2544,DATA-101,2026-10-26 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2544,STAT-301,2026-09-21 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2546,MATH-150,2026-10-12 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2546,DATA-101,2026-02-16 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2549,CS-204,2026-02-23 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2549,MATH-150,2026-02-09 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2552,CS-204,2026-02-16 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2555,MATH-150,2026-09-28 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2558,STAT-301,2026-02-16 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2558,DATA-101,2026-10-05 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2562,CS-204,2026-03-09 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2565,CS-204,2026-10-26 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2565,MATH-150,2026-10-05 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2568,CS-204,2026-02-16 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2568,MATH-150,2026-02-23 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2577,MATH-150,2026-02-16 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2580,DATA-101,2026-09-28 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2583,STAT-301,2026-03-16 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2592,CS-204,2026-10-05 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2599,CS-204,2026-09-21 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2603,CS-204,2026-10-19 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2604,MATH-150,2026-02-09 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2617,CS-204,2026-02-09 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2617,MATH-150,2026-09-21 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2619,CS-204,2026-02-23 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2624,MATH-150,2026-03-16 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2628,DATA-101,2026-10-05 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2631,DATA-101,2026-03-09 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2638,DATA-101,2026-02-09 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2642,DATA-101,2026-10-26 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2646,MATH-150,2026-03-02 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2646,STAT-301,2026-09-21 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2648,DATA-101,2026-03-02 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2649,STAT-301,2026-10-26 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2655,CS-204,2026-09-21 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2660,DATA-101,2026-02-23 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2666,MATH-150,2026-02-09 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2668,MATH-150,2026-09-21 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2676,DATA-101,2026-09-21 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2681,MATH-150,2026-03-09 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2681,CS-204,2026-02-23 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2686,STAT-301,2026-10-05 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2688,STAT-301,2026-09-21 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2695,CS-204,2026-10-19 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2699,STAT-301,2026-02-23 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2699,DATA-101,2026-02-23 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2703,DATA-101,2026-10-05 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2704,STAT-301,2026-02-09 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2704,CS-204,2026-02-09 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2708,STAT-301,2026-03-09 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2712,CS-204,2026-02-09 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2722,DATA-101,2026-09-21 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2723,STAT-301,2026-09-28 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2723,CS-204,2026-09-21 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2723,DATA-101,2026-10-26 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2725,CS-204,2026-10-19 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2739,DATA-101,2026-09-21 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2754,DATA-101,2026-02-16 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2755,DATA-101,2026-09-21 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2755,STAT-301,2026-10-12 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2761,STAT-301,2026-03-09 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2763,STAT-301,2026-09-28 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2763,MATH-150,2026-10-19 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2775,DATA-101,2026-02-23 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2776,CS-204,2026-02-23 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2781,DATA-101,2026-09-28 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2781,STAT-301,2026-03-09 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2782,MATH-150,2026-10-19 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2783,DATA-101,2026-10-12 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2783,CS-204,2026-02-09 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2783,STAT-301,2026-02-16 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2784,MATH-150,2026-03-09 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2785,STAT-301,2026-10-26 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2787,CS-204,2026-02-16 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2798,CS-204,2026-03-02 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2798,STAT-301,2026-10-26 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2799,CS-204,2026-02-09 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2799,STAT-301,2026-03-02 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2799,DATA-101,2026-10-26 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2802,MATH-150,2026-03-16 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2802,STAT-301,2026-02-23 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2803,DATA-101,2026-02-16 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2807,MATH-150,2026-09-28 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2815,STAT-301,2026-10-26 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2822,DATA-101,2026-02-23 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2827,DATA-101,2026-02-09 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2828,DATA-101,2026-09-21 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2830,CS-204,2026-09-28 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2830,MATH-150,2026-10-19 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2831,MATH-150,2026-09-21 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2831,STAT-301,2026-10-12 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2835,DATA-101,2026-03-02 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2842,MATH-150,2026-02-09 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2844,MATH-150,2026-10-26 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2845,MATH-150,2026-10-05 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2845,STAT-301,2026-02-23 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2846,STAT-301,2026-10-26 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2846,MATH-150,2026-02-16 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2852,MATH-150,2026-10-05 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2852,DATA-101,2026-02-23 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2854,DATA-101,2026-10-19 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2854,STAT-301,2026-10-19 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2858,MATH-150,2026-03-02 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2859,DATA-101,2026-02-09 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2866,MATH-150,2026-10-05 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2866,CS-204,2026-09-28 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2880,MATH-150,2026-09-28 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2885,STAT-301,2026-03-16 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2894,CS-204,2026-02-23 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2894,STAT-301,2026-10-19 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2902,STAT-301,2026-02-23 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
